"","SiteName","Buffer","Imperv","Connectdness","Structure","Traffic","NDSI","Biophony","Anthrophony"
"1","Braod Meadow Brook","Buffer 500 (m)",4.33295063145809,32.0022962112514,228.605051664753,25.9747416762342,0.184776657923871,1.30804748964849,0.744729995158985
"2","Braod Meadow Brook","Buffer 1000 (m)",40.1634697967363,18.0698539937017,145.998854852562,22.9928428285142,0.184776657923871,1.30804748964849,0.744729995158985
"3","Braod Meadow Brook","Buffer 1500 (m)",65.4026007139215,12.3262366139725,115.578658847527,23.5313615502295,0.184776657923871,1.30804748964849,0.744729995158985
"4","Braod Meadow Brook","Buffer 2000 (m)",67.5184840234991,9.76995271528872,104.013397334862,24.717294741367,0.184776657923871,1.30804748964849,0.744729995158985
"5","Braod Meadow Brook","Buffer 2500 (m)",72.1408534628959,7.73534399779988,88.6026951459871,22.6601274235688,0.184776657923871,1.30804748964849,0.744729995158985
"6","Braod Meadow Brook","Buffer 3000 (m)",70.4151676271132,7.2646693622847,86.1951988283613,22.0477888503295,0.184776657923871,1.30804748964849,0.744729995158985
"7","Burncoat Pond","Buffer 500 (m)",0,61.9519450800915,201.62471395881,3.1533180778032,0.836058052432813,1.81978296557079,0.17612897202994
"8","Burncoat Pond","Buffer 1000 (m)",2.9371051120046,55.0878805284319,184.238655944859,5.83170591614015,0.836058052432813,1.81978296557079,0.17612897202994
"9","Burncoat Pond","Buffer 1500 (m)",8.17141766352762,51.2050139984729,174.761262407737,8.08920844998727,0.836058052432813,1.81978296557079,0.17612897202994
"10","Burncoat Pond","Buffer 2000 (m)",12.6619667907243,48.4076724878328,166.325508159175,8.53163469796736,0.836058052432813,1.81978296557079,0.17612897202994
"11","Burncoat Pond","Buffer 2500 (m)",14.2245000917263,46.1230966795084,158.643643368189,8.03049899101082,0.836058052432813,1.81978296557079,0.17612897202994
"12","Burncoat Pond","Buffer 3000 (m)",16.1382382892057,45.8389447556008,158.420506619145,7.26403385947047,0.836058052432813,1.81978296557079,0.17612897202994
"13","Cooks Canyon","Buffer 500 (m)",14.5296127562642,35.7380410022779,191.489749430524,12.1890660592255,0.666334060650856,1.72652745889234,0.3619954393059
"14","Cooks Canyon","Buffer 1000 (m)",26.1939828080229,30.9220630372493,147.68223495702,9.70085959885387,0.666334060650856,1.72652745889234,0.3619954393059
"15","Cooks Canyon","Buffer 1500 (m)",25.1942217131221,33.7936871579483,145.38335242459,8.46722667684867,0.666334060650856,1.72652745889234,0.3619954393059
"16","Cooks Canyon","Buffer 2000 (m)",19.5029361214552,40.0972500716127,153.277356058436,7.39250930965339,0.666334060650856,1.72652745889234,0.3619954393059
